IPN,name,description,category,keywords,units,purchase_price
3603509,800mm insert set [3603509],800mm insert set,Jaw Inserts,1200/900,ea,18647.00
227401,1.618 FITTING INSERT [227401],1.618 FITTING INSERT,Jaw Inserts,618,ea,55.78
227402,1.618 FITTING INSERT SET [227402],1.618 FITTING INSERT SET,Jaw Inserts,618,ea,186.00
1207221,10dips insert set [1207221],10dips insert set,Jaw Inserts,618,ea,2058.00
1207204,10ips insert set [1207204],10ips insert set,Jaw Inserts,618,ea,2058.00
1207011,160mm insert set [1207011],160mm insert set,Jaw Inserts,618,ea,2193.00
1207009,200mm insert set [1207009],200mm insert set,Jaw Inserts,618,ea,2193.00
1207010,225mm insert set [1207010],225mm insert set,Jaw Inserts,618,ea,2193.00
1213503,250mm insert set [1213503],250mm insert set,Jaw Inserts,618,ea,2193.00
1207205,280mm insert set [1207205],280mm insert set,Jaw Inserts,618,ea,2058.00
1211202,315mm insert set [1211202],315mm insert set,Jaw Inserts,618,ea,2346.00
1207020,6dips insert set [1207020],6dips insert set,Jaw Inserts,618,ea,3122.00
1207007,6ips master insert set [1207007],6ips master insert set,Jaw Inserts,618,ea,3122.00
1207008,7-1/8 od/180mm insert set [1207008],7-1/8 od/180mm insert set,Jaw Inserts,618,ea,2193.00
1207107,8dips insert set [1207107],8dips insert set,Jaw Inserts,618,ea,2058.00
1207104,8ips insert set [1207104],8ips insert set,Jaw Inserts,618,ea,2058.00
2411826,12dips insert set [2411826],12dips insert set,Jaw Inserts,618/900,ea,4986.00
2411810,12ips master insert set w/pins [2411810],12ips master insert set w/pins,Jaw Inserts,618/900,ea,6035.00
2412206,14 od/355mm insert set [2412206],14 od/355mm insert set,Jaw Inserts,618/900,ea,4986.00
2412215,14dips insert set [2412215],14dips insert set,Jaw Inserts,618/900,ea,4986.00
2411811,340mm insert set [2411811],340mm insert set,Jaw Inserts,618/900,ea,4986.00
2412111,400mm insert set [2412111],400mm insert set,Jaw Inserts,618/900,ea,4986.00
2411708,18ips master insert set w/pins [2411708],18ips master insert set w/pins,Jaw Inserts,900,ea,9800.00
3603532,34 od insert set [3603532],34 od insert set,Jaw Inserts,900,ea,18647.00
3606604 - Used,630MM MASTER INSERT SET W/PINS [3606604 - Used],630MM MASTER INSERT SET W/PINS,Jaw Inserts,900,ea,9867.00
MBH00003,#1-64NC THREAD INSERT [MBH00003],#1-64NC THREAD INSERT,Jaw Inserts,shared,ea,5.97
207901,0.625 FITTING INSERT [207901],0.625 FITTING INSERT,Jaw Inserts,shared,ea,88.11
207902,0.625 fitting insert set [207902],0.625 fitting insert set,Jaw Inserts,shared,ea,204.00
207555,0.700 OD INSERT [207555],0.700 OD INSERT,Jaw Inserts,shared,ea,76.13
207556,0.700 OD INSERT SET [207556],0.700 OD INSERT SET,Jaw Inserts,shared,ea,108.00
208301,0.880 fitting insert [208301],0.880 fitting insert,Jaw Inserts,shared,ea,106.00
208302,0.880 fitting insert set [208302],0.880 fitting insert set,Jaw Inserts,shared,ea,204.00
208003,0.989 FITTING INSERT [208003],0.989 FITTING INSERT,Jaw Inserts,shared,ea,82.50
MJM00029,"1""-5 acme threaded insert [MJM00029]","1""-5 acme threaded insert",Jaw Inserts,shared,ea,227.00
207534,1-1/2cts insert [207534],1-1/2cts insert,Jaw Inserts,shared,ea,67.83
207533,1-1/2cts insert set [207533],1-1/2cts insert set,Jaw Inserts,shared,ea,245.00
SW17301,1-1/2ips fitting insert set [SW17301],1-1/2ips fitting insert set,Jaw Inserts,shared,ea,368.00
207505,1-1/2ips insert [207505],1-1/2ips insert,Jaw Inserts,shared,ea,50.46
207515,1-1/2ips insert set [207515],1-1/2ips insert set,Jaw Inserts,shared,ea,175.00
SW09901,1-1/2IPS J/C INSERT [SW09901],1-1/2IPS J/C INSERT,Jaw Inserts,shared,ea,48.38
SW09902,1-1/2ips j/c insert set [SW09902],1-1/2ips j/c insert set,Jaw Inserts,shared,ea,354.00
410209,1-1/2ips sdwl clamping insert [410209],1-1/2ips sdwl clamping insert,Jaw Inserts,shared,ea,77.97
410212,1-1/2ips sdwl clpg insert set [410212],1-1/2ips sdwl clpg insert set,Jaw Inserts,shared,ea,140.00
UB000340,1-1/4 LAM&SES FTG LWR INSERT [UB000340],1-1/4 LAM&SES FTG LWR INSERT,Jaw Inserts,shared,ea,893.00
UB000339,1-1/4 LAM&SES FTG UPR INSERT [UB000339],1-1/4 LAM&SES FTG UPR INSERT,Jaw Inserts,shared,ea,893.00
207509,1-1/4CTS INSERT [207509],1-1/4CTS INSERT,Jaw Inserts,shared,ea,38.62
207519,1-1/4cts insert set [207519],1-1/4cts insert set,Jaw Inserts,shared,ea,175.00
410016,1-1/4IPS DUPONT TT INSERT [410016],1-1/4IPS DUPONT TT INSERT,Jaw Inserts,shared,ea,120.00
410017,1-1/4IPS DUPONT TT INSERT SET [410017],1-1/4IPS DUPONT TT INSERT SET,Jaw Inserts,shared,ea,360.00
207504,1-1/4ips insert [207504],1-1/4ips insert,Jaw Inserts,shared,ea,50.46
207514,1-1/4ips insert set [207514],1-1/4ips insert set,Jaw Inserts,shared,ea,175.00
SW09801,1-1/4ips j/c insert [SW09801],1-1/4ips j/c insert,Jaw Inserts,shared,ea,77.99
SW09802,1-1/4ips j/c insert set [SW09802],1-1/4ips j/c insert set,Jaw Inserts,shared,ea,354.00
410208,1-1/4ips sdwl clamping insert [410208],1-1/4ips sdwl clamping insert,Jaw Inserts,shared,ea,77.97
410211,1-1/4ips sdwl clpg insert set [410211],1-1/4ips sdwl clpg insert set,Jaw Inserts,shared,ea,140.00
UB000330,1-1/4IPSX1.888 STA JAW INSERT [UB000330],1-1/4IPSX1.888 STA JAW INSERT,Jaw Inserts,shared,ea,866.00
MJM00001,1-8nc thread insert [MJM00001],1-8nc thread insert,Jaw Inserts,shared,ea,137.00
208001,1.055 FITTING INSERT [208001],1.055 FITTING INSERT,Jaw Inserts,shared,ea,88.11
208002,1.055 fitting insert set [208002],1.055 fitting insert set,Jaw Inserts,shared,ea,204.00
207540,1.060 OD INSERT [207540],1.060 OD INSERT,Jaw Inserts,shared,ea,39.59
207541,1.060 OD INSERT SET [207541],1.060 OD INSERT SET,Jaw Inserts,shared,ea,170.00
208401,1.130 FITTING INSERT [208401],1.130 FITTING INSERT,Jaw Inserts,shared,ea,110.00
208402,1.130 fitting insert set [208402],1.130 fitting insert set,Jaw Inserts,shared,ea,204.00
208006,1.250 fitting insert set [208006],1.250 fitting insert set,Jaw Inserts,shared,ea,204.00
207510,1.25DIA INSERT [207510],1.25DIA INSERT,Jaw Inserts,shared,ea,38.62
207520,1.25dia insert set [207520],1.25dia insert set,Jaw Inserts,shared,ea,175.00
208101,1.320 fitting insert [208101],1.320 fitting insert,Jaw Inserts,shared,ea,106.00
208102,1.320 fitting insert set [208102],1.320 fitting insert set,Jaw Inserts,shared,ea,204.00
207542,1.349 OD INSERT [207542],1.349 OD INSERT,Jaw Inserts,shared,ea,39.59
207543,1.349 OD INSERT SET [207543],1.349 OD INSERT SET,Jaw Inserts,shared,ea,170.00
207539,1.50DIA INSERT [207539],1.50DIA INSERT,Jaw Inserts,shared,ea,43.46
207538,1.50DIA INSERT SET [207538],1.50DIA INSERT SET,Jaw Inserts,shared,ea,170.00
214401,1.630 FITTING INSERT [214401],1.630 FITTING INSERT,Jaw Inserts,shared,ea,74.51
212303,1.688 FITTING INSERT [212303],1.688 FITTING INSERT,Jaw Inserts,shared,ea,55.78
212304,1.688 fitting insert set [212304],1.688 fitting insert set,Jaw Inserts,shared,ea,204.00
212305,1.750 FITTING INSERT [212305],1.750 FITTING INSERT,Jaw Inserts,shared,ea,59.58
212306,1.750 fitting insert set [212306],1.750 fitting insert set,Jaw Inserts,shared,ea,204.00
207544,1.780 OD INSERT [207544],1.780 OD INSERT,Jaw Inserts,shared,ea,39.59
207545,1.780 od insert set [207545],1.780 od insert set,Jaw Inserts,shared,ea,279.00
SW12101,1.821 FITTING INSERT [SW12101],1.821 FITTING INSERT,Jaw Inserts,shared,ea,139.00
SW12102,1.821 fitting insert set [SW12102],1.821 fitting insert set,Jaw Inserts,shared,ea,368.00
212301,1.875 FITTING INSERT [212301],1.875 FITTING INSERT,Jaw Inserts,shared,ea,58.73
212302,1.875 fitting insert set [212302],1.875 fitting insert set,Jaw Inserts,shared,ea,204.00
213901,1.993 FITTING INSERT [213901],1.993 FITTING INSERT,Jaw Inserts,shared,ea,67.73
213902,1.993 FITTING INSERT SET [213902],1.993 FITTING INSERT SET,Jaw Inserts,shared,ea,163.00
MJQ00515,"1/2 sq carb cut insert, 1/32r [MJQ00515]","1/2 sq carb cut insert, 1/32r",Jaw Inserts,shared,ea,42.13
MJQ00572,"1/2 sq carb cut insert, 1/8 r [MJQ00572]","1/2 sq carb cut insert, 1/8 r",Jaw Inserts,shared,ea,42.13
207506,1/2cts insert [207506],1/2cts insert,Jaw Inserts,shared,ea,50.46
CTS07502,1/2CTS INSERT [CTS07502],1/2CTS INSERT,Jaw Inserts,shared,ea,22.32
207516,1/2cts insert set [207516],1/2cts insert set,Jaw Inserts,shared,ea,175.00
CTS07501,1/2cts insert set [CTS07501],1/2cts insert set,Jaw Inserts,shared,ea,114.00
CTS15018,1/2cts ratchet fcr insert set [CTS15018],1/2cts ratchet fcr insert set,Jaw Inserts,shared,ea,58.53
207511,1/2ips insert [207511],1/2ips insert,Jaw Inserts,shared,ea,50.46
CTS07402,1/2IPS INSERT [CTS07402],1/2IPS INSERT,Jaw Inserts,shared,ea,22.32
207521,1/2ips insert set [207521],1/2ips insert set,Jaw Inserts,shared,ea,175.00
CTS07401,1/2ips insert set [CTS07401],1/2ips insert set,Jaw Inserts,shared,ea,114.00
207558,1/2ips insert set (2 pieces) [207558],1/2ips insert set (2 pieces),Jaw Inserts,shared,ea,88.27
CTS15022,1/2ips ratchet fcr insert set [CTS15022],1/2ips ratchet fcr insert set,Jaw Inserts,shared,ea,58.53
24206104,10.20 ODX11-1/4 MIT INSERT SET [24206104],10.20 ODX11-1/4 MIT INSERT SET,Jaw Inserts,shared,ea,3791.00
24206102,10.20 ODX11-1/4 MIT LWR INSERT [24206102],10.20 ODX11-1/4 MIT LWR INSERT,Jaw Inserts,shared,ea,1264.00
24206103,10.20 ODX11-1/4 MIT UPR INSERT [24206103],10.20 ODX11-1/4 MIT UPR INSERT,Jaw Inserts,shared,ea,1238.00
1214259,10.400 OD INSERT [1214259],10.400 OD INSERT,Jaw Inserts,shared,ea,328.00
1214260,10.400 OD INSERT SET [1214260],10.400 OD INSERT SET,Jaw Inserts,shared,ea,1963.00
7851101,1000mm insert set [7851101],1000mm insert set,Jaw Inserts,shared,ea,127554.00
4819604,1000MM JAW INSERT RIM [4819604],1000MM JAW INSERT RIM,Jaw Inserts,shared,ea,365.00
4813109,1000MM LOWER JAW INSERT [4813109],1000MM LOWER JAW INSERT,Jaw Inserts,shared,ea,2569.00
4813110,1000MM UPPER JAW INSERT [4813110],1000MM UPPER JAW INSERT,Jaw Inserts,shared,ea,2569.00
716920,100mm hdpe jaw insert set [716920],100mm hdpe jaw insert set,Jaw Inserts,shared,ea,854.00
410110,100MM INSERT [410110],100MM INSERT,Jaw Inserts,shared,ea,86.31
410111,100MM INSERT SET [410111],100MM INSERT SET,Jaw Inserts,shared,ea,216.00
SW10104,100MM J/C INSERT SET [SW10104],100MM J/C INSERT SET,Jaw Inserts,shared,ea,220.00
716806,100mm pp jaw insert set [716806],100mm pp jaw insert set,Jaw Inserts,shared,ea,547.00
1207231,10dips 2j insert set [1207231],10dips 2j insert set,Jaw Inserts,shared,ea,1029.00
1207220,10dips insert [1207220],10dips insert,Jaw Inserts,shared,ea,256.00
24206116,10dipsx11-1/4 mit insert set [24206116],10dipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,6963.00
24206114,10DIPSX11-1/4 MIT LOWER INSERT [24206114],10DIPSX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,1264.00
24206115,10DIPSX11-1/4 MIT UPPER INSERT [24206115],10DIPSX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,1238.00
24206119,10DIPSX15 MIT INSERT SET [24206119],10DIPSX15 MIT INSERT SET,Jaw Inserts,shared,ea,3791.00
24206117,10DIPSX15 MIT LOWER INSERT [24206117],10DIPSX15 MIT LOWER INSERT,Jaw Inserts,shared,ea,1264.00
24206118,10DIPSX15 MIT UPPER INSERT [24206118],10DIPSX15 MIT UPPER INSERT,Jaw Inserts,shared,ea,1238.00
24206128,10dipsx22-1/2 mit insert set [24206128],10dipsx22-1/2 mit insert set,Jaw Inserts,shared,ea,6963.00
24206126,10dipsx22-1/2 mit lower insert [24206126],10dipsx22-1/2 mit lower insert,Jaw Inserts,shared,ea,1935.00
24206127,10dipsx22-1/2 mit upper insert [24206127],10dipsx22-1/2 mit upper insert,Jaw Inserts,shared,ea,1935.00
1207229,10ips 2j insert set [1207229],10ips 2j insert set,Jaw Inserts,shared,ea,1029.00
31503803,10ips acrobat 315mm insert [31503803],10ips acrobat 315mm insert,Jaw Inserts,shared,ea,267.00
1207202,10ips insert [1207202],10ips insert,Jaw Inserts,shared,ea,264.00
835803,10IPS SIDEWALL INSERT [835803],10IPS SIDEWALL INSERT,Jaw Inserts,shared,ea,142.00
835813,10ips sidewall insert set [835813],10ips sidewall insert set,Jaw Inserts,shared,ea,424.00
1214232,10ipsx11-1/4 mit insert set [1214232],10ipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,3173.00
1214214,10IPSX11-1/4 MIT LOWER INSERT [1214214],10IPSX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,727.00
1214215,10IPSX11-1/4 MIT UPPER INSERT [1214215],10IPSX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,713.00
2420674,10IPSX15 MIT INSERT SET [2420674],10IPSX15 MIT INSERT SET,Jaw Inserts,shared,ea,3791.00
1214266,10IPSX15 MIT INSERT SET [1214266],10IPSX15 MIT INSERT SET,Jaw Inserts,shared,ea,2129.00
2420654,10IPSX15 MIT LOWER INSERT [2420654],10IPSX15 MIT LOWER INSERT,Jaw Inserts,shared,ea,1264.00
1214264,10IPSX15 MIT LOWER INSERT [1214264],10IPSX15 MIT LOWER INSERT,Jaw Inserts,shared,ea,727.00
2420655,10IPSX15 MIT UPPER INSERT [2420655],10IPSX15 MIT UPPER INSERT,Jaw Inserts,shared,ea,1238.00
1214265,10IPSX15 MIT UPPER INSERT [1214265],10IPSX15 MIT UPPER INSERT,Jaw Inserts,shared,ea,713.00
2420680,10ipsx22-1/2 mit insert set [2420680],10ipsx22-1/2 mit insert set,Jaw Inserts,shared,ea,6963.00
2420666,10IPSX22-1/2 MIT LOWER INSERT [2420666],10IPSX22-1/2 MIT LOWER INSERT,Jaw Inserts,shared,ea,1264.00
2420667,10IPSX22-1/2 MIT UPPER INSERT [2420667],10IPSX22-1/2 MIT UPPER INSERT,Jaw Inserts,shared,ea,1238.00
1207235,11.5 od insert set [1207235],11.5 od insert set,Jaw Inserts,shared,ea,2193.00
2427303,11.50 OD INSERT SET [2427303],11.50 OD INSERT SET,Jaw Inserts,shared,ea,3690.00
2427302,11.50 OD LOWER INSERT [2427302],11.50 OD LOWER INSERT,Jaw Inserts,shared,ea,619.00
2427301,11.50 OD UPPER INSERT [2427301],11.50 OD UPPER INSERT,Jaw Inserts,shared,ea,619.00
4813125,1100MM LOWER JAW INSERT [4813125],1100MM LOWER JAW INSERT,Jaw Inserts,shared,ea,2569.00
4813126,1100MM UPPER JAW INSERT [4813126],1100MM UPPER JAW INSERT,Jaw Inserts,shared,ea,2569.00
4813145,1100mmx11-1/4 mit insert set [4813145],1100mmx11-1/4 mit insert set,Jaw Inserts,shared,ea,22733.00
809324,110mm 2j insert set [809324],110mm 2j insert set,Jaw Inserts,shared,ea,451.00
448203,110MM COUPLING INSERT [448203],110MM COUPLING INSERT,Jaw Inserts,shared,ea,39.83
448201,110MM COUPLING INSERT W/STOPS [448201],110MM COUPLING INSERT W/STOPS,Jaw Inserts,shared,ea,39.83
716921,110mm hdpe jaw insert [716921],110mm hdpe jaw insert,Jaw Inserts,shared,ea,112.00
716922,110mm hdpe jaw insert set [716922],110mm hdpe jaw insert set,Jaw Inserts,shared,ea,854.00
809303,110mm insert [809303],110mm insert,Jaw Inserts,shared,ea,123.00
410104,110mm insert [410104],110mm insert,Jaw Inserts,shared,ea,92.70
809305,110mm insert set [809305],110mm insert set,Jaw Inserts,shared,ea,902.00
410105,110mm insert set [410105],110mm insert set,Jaw Inserts,shared,ea,377.00
851801,110MM KNIFE EDGE INSERT SET [851801],110MM KNIFE EDGE INSERT SET,Jaw Inserts,shared,ea,1514.00
448401,110MM NARROW INSERT [448401],110MM NARROW INSERT,Jaw Inserts,shared,ea,60.93
448303,110mm pipe insert [448303],110mm pipe insert,Jaw Inserts,shared,ea,66.60
716803,110mm pp jaw insert [716803],110mm pp jaw insert,Jaw Inserts,shared,ea,71.80
716804,110mm pp jaw insert set [716804],110mm pp jaw insert set,Jaw Inserts,shared,ea,547.00
410307,110MM SIDEWALL INSERT [410307],110MM SIDEWALL INSERT,Jaw Inserts,shared,ea,142.00
410309,110mm sidewall insert set [410309],110mm sidewall insert set,Jaw Inserts,shared,ea,137.00
807893,110mmx11-1/4 mit insert set [807893],110mmx11-1/4 mit insert set,Jaw Inserts,shared,ea,2483.00
1214255,110mmx11-1/4 mit insert set [1214255],110mmx11-1/4 mit insert set,Jaw Inserts,shared,ea,3173.00
807891,110MMX11-1/4 MIT LOWER INSERT [807891],110MMX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,555.00
1214253,110MMX11-1/4 MIT LOWER INSERT [1214253],110MMX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,707.00
807892,110MMX11-1/4 MIT UPPER INSERT [807892],110MMX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,555.00
1214254,110MMX11-1/4 MIT UPPER INSERT [1214254],110MMX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,693.00
8078138,110mmx15 mit insert set [8078138],110mmx15 mit insert set,Jaw Inserts,shared,ea,2483.00
8078136,110mmx15 mit lower insert [8078136],110mmx15 mit lower insert,Jaw Inserts,shared,ea,681.00
8078137,110mmx15 mit upper insert [8078137],110mmx15 mit upper insert,Jaw Inserts,shared,ea,681.00
4821502,1180MM (46.457) FAB INSERT [4821502],1180MM (46.457) FAB INSERT,Jaw Inserts,shared,ea,1546.00
4821501,1180MM FAB INSERT SET [4821501],1180MM FAB INSERT SET,Jaw Inserts,shared,ea,11130.00
4813139,1180MM INSERT SET [4813139],1180MM INSERT SET,Jaw Inserts,shared,ea,14236.00
4813137,1180MM LOWER INSERT [4813137],1180MM LOWER INSERT,Jaw Inserts,shared,ea,2587.00
4813138,1180MM UPPER INSERT [4813138],1180MM UPPER INSERT,Jaw Inserts,shared,ea,2587.00
2420629,12.24 ODX11-1/4 MIT INSERT SET [2420629],12.24 ODX11-1/4 MIT INSERT SET,Jaw Inserts,shared,ea,3791.00
2420627,12.24 ODX11-1/4 MIT LWR INSERT [2420627],12.24 ODX11-1/4 MIT LWR INSERT,Jaw Inserts,shared,ea,1238.00
2420628,12.24 ODX11-1/4 MIT UPR INSERT [2420628],12.24 ODX11-1/4 MIT UPR INSERT,Jaw Inserts,shared,ea,1238.00
2420632,12.43 ODX11-1/4 MIT INSERT SET [2420632],12.43 ODX11-1/4 MIT INSERT SET,Jaw Inserts,shared,ea,3791.00
2420630,12.43 ODX11-1/4 MIT LWR INSERT [2420630],12.43 ODX11-1/4 MIT LWR INSERT,Jaw Inserts,shared,ea,1238.00
2420631,12.43 ODX11-1/4 MIT UPR INSERT [2420631],12.43 ODX11-1/4 MIT UPR INSERT,Jaw Inserts,shared,ea,1238.00
2411820,12.550 OD INSERT SET [2411820],12.550 OD INSERT SET,Jaw Inserts,shared,ea,3041.00
2411818,12.550 OD LOWER INSERT [2411818],12.550 OD LOWER INSERT,Jaw Inserts,shared,ea,770.00
2411819,12.550 OD UPPER INSERT [2411819],12.550 OD UPPER INSERT,Jaw Inserts,shared,ea,770.00
4811901,1200MM INSERT KEEPER [4811901],1200MM INSERT KEEPER,Jaw Inserts,shared,ea,216.00
7851201,1200mm insert set [7851201],1200mm insert set,Jaw Inserts,shared,ea,127554.00
4819502,1200MM UPR/LWR JAW INSERT WLD [4819502],1200MM UPR/LWR JAW INSERT WLD,Jaw Inserts,shared,ea,1653.00
809330,120mm 2j insert set [809330],120mm 2j insert set,Jaw Inserts,shared,ea,451.00
809438,125mm 2j insert set [809438],125mm 2j insert set,Jaw Inserts,shared,ea,543.00
448003,125mm coupling insert [448003],125mm coupling insert,Jaw Inserts,shared,ea,66.60
454501,125MM COUPLING INSERT ASSY [454501],125MM COUPLING INSERT ASSY,Jaw Inserts,shared,ea,350.00
452603,125mm flange insert [452603],125mm flange insert,Jaw Inserts,shared,ea,144.00
716923,125mm hdpe jaw insert [716923],125mm hdpe jaw insert,Jaw Inserts,shared,ea,112.00
716924,125mm hdpe jaw insert set [716924],125mm hdpe jaw insert set,Jaw Inserts,shared,ea,854.00
809407,125mm insert [809407],125mm insert,Jaw Inserts,shared,ea,149.00
809413,125mm insert set [809413],125mm insert set,Jaw Inserts,shared,ea,1078.00
809441,125MM JIS 2J INSERT SET [809441],125MM JIS 2J INSERT SET,Jaw Inserts,shared,ea,331.00
851901,125MM KNIFE EDGE INSERT SET [851901],125MM KNIFE EDGE INSERT SET,Jaw Inserts,shared,ea,1514.00
448101,125MM PIPE C'SUNK INSERT [448101],125MM PIPE C'SUNK INSERT,Jaw Inserts,shared,ea,290.00
448103,125mm pipe insert [448103],125mm pipe insert,Jaw Inserts,shared,ea,66.60
716840,125mm pp 2j jaw insert set [716840],125mm pp 2j jaw insert set,Jaw Inserts,shared,ea,278.00
716801,125mm pp jaw insert [716801],125mm pp jaw insert,Jaw Inserts,shared,ea,78.97
716802,125mm pp jaw insert set [716802],125mm pp jaw insert set,Jaw Inserts,shared,ea,602.00
410406,125MM SIDEWALL INSERT [410406],125MM SIDEWALL INSERT,Jaw Inserts,shared,ea,142.00
410407,125mm sidewall insert set [410407],125mm sidewall insert set,Jaw Inserts,shared,ea,218.00
807896,125mmx11-1/4 mit insert set [807896],125mmx11-1/4 mit insert set,Jaw Inserts,shared,ea,2483.00
12142108,125mmx11-1/4 mit insert set [12142108],125mmx11-1/4 mit insert set,Jaw Inserts,shared,ea,3173.00
807894,125MMX11-1/4 MIT LOWER INSERT [807894],125MMX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,555.00
12142106,125mmx11-1/4 mit lower insert [12142106],125mmx11-1/4 mit lower insert,Jaw Inserts,shared,ea,874.00
807895,125MMX11-1/4 MIT UPPER INSERT [807895],125MMX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,555.00
12142107,125mmx11-1/4 mit upper insert [12142107],125mmx11-1/4 mit upper insert,Jaw Inserts,shared,ea,874.00
8078123,125MMX5-5/8 MIT INSERT SET [8078123],125MMX5-5/8 MIT INSERT SET,Jaw Inserts,shared,ea,1514.00
8078121,125mmx5-5/8 mit lower insert [8078121],125mmx5-5/8 mit lower insert,Jaw Inserts,shared,ea,681.00
8078122,125mmx5-5/8 mit upper insert [8078122],125mmx5-5/8 mit upper insert,Jaw Inserts,shared,ea,681.00
2411824,12DIPS LOWER INSERT [2411824],12DIPS LOWER INSERT,Jaw Inserts,shared,ea,557.00
2411825,12DIPS UPPER INSERT [2411825],12DIPS UPPER INSERT,Jaw Inserts,shared,ea,450.00
24206110,12dipsx11-1/4 mit insert set [24206110],12dipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,6963.00
24206108,12DIPSX11-1/4 MIT LOWER INSERT [24206108],12DIPSX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,1238.00
24206109,12DIPSX11-1/4 MIT UPPER INSERT [24206109],12DIPSX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,1238.00
24206113,12dipsx15 mit insert set [24206113],12dipsx15 mit insert set,Jaw Inserts,shared,ea,6963.00
24206111,12DIPSX15 MIT LOWER INSERT [24206111],12DIPSX15 MIT LOWER INSERT,Jaw Inserts,shared,ea,1238.00
24206112,12DIPSX15 MIT UPPER INSERT [24206112],12DIPSX15 MIT UPPER INSERT,Jaw Inserts,shared,ea,1238.00
24206131,12dipsx22-1/2 mit insert set [24206131],12dipsx22-1/2 mit insert set,Jaw Inserts,shared,ea,6963.00
24206129,12dipsx22-1/2 mit lower insert [24206129],12dipsx22-1/2 mit lower insert,Jaw Inserts,shared,ea,1935.00
24206130,12dipsx22-1/2 mit upper insert [24206130],12dipsx22-1/2 mit upper insert,Jaw Inserts,shared,ea,1935.00
2411802,12ips lower master insert [2411802],12ips lower master insert,Jaw Inserts,shared,ea,779.00
835804,12IPS SIDEWALL INSERT [835804],12IPS SIDEWALL INSERT,Jaw Inserts,shared,ea,207.00
835814,12ips sidewall insert set [835814],12ips sidewall insert set,Jaw Inserts,shared,ea,424.00
2411803,12ips upper master insert [2411803],12ips upper master insert,Jaw Inserts,shared,ea,779.00
